title	label_id	target
Eileen Fisher Size XL Casual Top Shirt Navy Blue Tencel Lyocell Pockets Longslv	7	0
Tencel Lenzing Certified Solid Color 40s*75d 145GSM 70%Tencel 30%T400 Fabric for slub style shirt bedding set	10	1
Ted Baker Women's Blouse Size 0 purple tencel 100%	16	1
Ladies Next Tencel Blue Ruffle Detail Drawstring Waist Jumpsuit Reg/Pet UK 6-20	16	1
Brielle Home Tencel Modal T-Shirt Jersey Knit Sheets – Beech Tree Fiber Cooler Than Cotton & Super Soft Breathable Lightweight 4 Piece Set, White, Queen	16	1
男式男生初高中学生中青年少年单件秋衣上棉毛衫衬衣线衣保暖薄款长袖T恤翻领打底衫中 SY116 天丝黑色 M建议90-115斤	15	1
Toffee Oxygen Pants 80 Pcs Austrian Tencel | Four Free One Soft Modal Lace Package Hip Mid-Rise Women's Underwear	5	1
SCHIESSER舒雅男士内裤男Tencel兰精莫代尔裤头男底裤平角裤混色3条装E5/19894T 中蓝+深灰+宝蓝7858 XL	10	1
Esprit dress summer dress knit dress Tencel new size S	7	0
Hygieia 天絲 女 短袖 V領 T恤 H7102A	10	1
레노마SH04반팔화이트텐셀(RMUSGP-200-WH-56	15	1
Tencel jeans femme 2021 été nouveau drapé taille haute mince neuf points mince soie de glace pantalon à jambe large et droit pur	15	1
Bella Dahl Button Shirt Graphic Feather Print Split Rear Tail 100% Tencel Sz L	7	0
[CRESSON]Tencel/Linen/Blouse	10	1
Cloth & Stone Chambray Dress XS Shift SOFT Off Shoulder Mini Tencel Light Tunic	7	0
텐셀 와이드 핀턱 밴딩 데님 팬츠 청바지 코디 룩	15	1
Carrol n Barrol Long Sleeve Pajamas - Piyama Anak - Piyama Tencel - Sleeping Animals Collections	10	1
Kuhl Shirt Mens Large Brown Dillingr Flannel Long Sleeve Cotton Tencel Blend	7	0
[Venus]VENUS/VLG5051L/Tencel/Pants	10	1
마메든 [3매입] 플라워 텐셀 요실금팬티세트_부드러운소재	15	1
Calças De Ganga calca feminina ❀ ☼ Tencel jeans Feminino Verão Fino Estilo 2022 Novo Pequenos Sete Pontos Soltos Cintura Elástica Gelo Harém	15	1
TOMMY BAHAMA Men's Brown Striped 100% Tencel Lyocell Long Sleeve Button Shirt XL	7	0
Pure Jill 100% Tencel Lyocell Gray Pull On Pants Womens Size Medium	7	0
Ralph Ralph Lauren Blazer Mens Size 41R Tencel Blue Sports Coat Classic	7	0
Sahara Denim Button Up Tunic Style Dress Size S-M Tencel Blue Pockets	7	0
VIAPITTI修身天絲設計感小眾針織衫T恤女秋季不規則辣妹上衣ins	15	1
Timberland 中性深寶石藍天絲™Logo短袖T恤|A6QWK433	10	1
Promo Sare Studio Padma Padded Tencel Triangle Bra in Black - M Diskon - XS	10	1
Sare Studio Padma Padded Tencel Triangle Bra in Dark Olive - M	10	1
Long Sleeves T-Shirt Women's Loose Summer Thin Air Conditioning Tencel Sun Protection Clothing Bandage Dress Cutout Blouse Ice Silk Top	15	1
Tommy Hilfiger Tjm Solid MAO Tencel Camicia Uomo	16	1
Bohopanna - Knot Hat Tencel / Topi Anak Unisex	16	1
Bryn Walker Floral Outline Print on White Long Sleeve Boat Neck Tencel Top Sz L	16	1
Tamaris 2 Pairs Logo Design Socks from Modal (Tencel)	5	1
Superdry Women's Long Sleeved Tencel Dress in Black Wash Size UK 10 RRP £69.99	7	0
비비안 봄맞이로 산뜻한 색감과 편안한 착용감의 텐셀소재로 우아한 프린트의 레이스 포인트런닝	15	1
霁蓝高端男装品牌t恤男士中青年春季新款子男天丝中年男士轻商务冰丝休闲纯色灰色裤子A05 卡其色(长裤) 40	15	1
Tommy Bahama Palmetto Paradise Polo Shirt for Men's, Short Sleeve, Tencel Modal, 3XL Size, Viridian Pine	5	1
Ultra-Thin Straight Leg Tencel Denim Summer New Loose High Waist Ice Silk Wide Leg Pants Women's Fashion Casual Jeans	15	1
【法國BC】天絲超彈力減吋瘦腿神美褲	16	1
拉夏贝尔（La Chapelle） 牛仔衬衫女叠穿长袖2022新款宽松上衣天丝加绒衬衣春秋冬季薄外套 2114浅蓝色 M 85-115斤	16	1
Hangzhou K&M Textile Co., Ltd.	15	1
Kaos Polos Pria Wanita Premium Tencel Modal 30S Lengan Pendek Diatas - Hitam, M	5	1
Quince Womens Tencel Jersey Ruched Waist Dress Sage XS	7	0
Bella Dahl Pullover V-Neck Hoodie 100% Tencel Lyocell Soft & Flowy Sz Large	7	0
포인 썸머 투핀턱 텐셀 와이드 팬츠 3col	15	1
Ori [New][Baru] The Executive Celana Dalam Boxer Trunk Tencel Modal Biru	5	1
NYDJ Black White Color Block Tencel Summer Blouse Top L Made In USA	16	1
Bachrach Men's Beige Khaki Linen Tencel Drawstring Relaxed Casual Pants Size 36	7	0
Venroy Pants Mens 32 Olive Green 100% Tencel Tapered Fit Chino Side Tab Pulls	7	0
AGAM® socks TENCEL™ Micro Modal HERITAGE II Lemon - 15-16 cm	5	1
LOFT US Women's Size 12 Rainbow Striped Short Skirt Lined Rayon Tencel	7	0
[MOONYAMOONYA] ESM Girls' Tencel Modal Underwear 10.	5	1
Miss Tencel modal suspenders shorts sexy pajamas women's soft and comfortable home service suit	5	1
Wagoner Wacoal Tencel modal men's panties Japan WP2940	5	1
Everlane The Pleated Turtleneck Tencel Long Sleeve Shirt Size Extra Large Teal	7	0
Like New Victoria’s Secret Pink Tencel Boxy Pajama Shorts XS	7	0
Luzy Marvel Iron Man Boxer for Boys Made From TENCEL™ Modal Fiber	5	1
Madewell Women Blue Stovepipe Jeans in Leman Wash: TENCEL™ Denim Edition	7	0
로베르따 115까지 남성용 필라필 패턴 텐셀 스판 프린트 셔츠 긴소매 일반핏 RM34022	15	1
Tencel Modal BST ONOFF Premium soft lift frameless bra - 16UE24A068	5	1
[MOONYAMOONYA] Fsm Yeoju Tencel Modal Mold Bra 302	5	1
ACNE STUDIOS ORDELIA TENCEL Women's Black Long Asymmetrical Sleeveless Dress M	7	0
Champion Tencel Girl Short Boxer da Bambino Donna	16	1
소소미도 국산 텐셀 여자 사각팬티 빅사이즈 여성 트렁크 팬티 찰랑찰랑	15	1
[롯데백화점]비비안 부드러운 텐셀소재 여성 끈런닝 3종세트 RU7199	15	1
Tuckernuck Womens Shirt Blouse Small Beige Tencel Linen Button Front Peplum LS	7	0
[Dialma Me ] Kibi Tencel Ruffle Blouses Slimmer Look fashion mother clothes middle aged Women's madam	15	1
50% Fifty Percent｜天絲柔滑短版長袖襯衫【期間限定】｜02289831001	16	1
Townsland Sp dress TENCEL MODAL Daster Piyama Wanita	5	1
하프클럽/TRY여성 베라 텐셀 솔리드 팬티 3매입I27	15	1
[ Tencel Modal ]5A Cotton Crotch er Briefs Men's Cotton Crotch Boys Antibacterial Seamless Underwear	5	1
네파 여성용 동내의 하의버전! 쾌적하고 쫀쫀한 신축성까지!! 텐셜 스판 여 동내의 하의 7H88008	15	1
[조은]배까지 편안한 밑단레이스 텐셀맥시팬티	15	1
Ninety Percent 여성 + NET SUSTAIN Flos organic cotton and TENCEL Modal-blend maxi dress 미	5	1
GREET NIGHT WEAR - Baju Tidur TENCEL™️ Modal : TC-023 / PP Size M - L	10	1
Seg’ments Women’s Textured V-Neck 3/4 Sleeve Shirt Tencel Fabric Delphinium XL	16	1
[MOONYAMOONYA] FFM Nam Yu Tencel Modal Capri Dolbok 02	5	1
Madewell Wide Leg Crop Pants Light Blue Tencel Viscose Blend Women's Size 6	7	0
[AD HOC] 여성 언발란스 텐셀 칼라 셔츠 HA8LS65	15	1
Tencel Jeansowe Spodnie z Szerokimi Nogawkami Damskie Wiosna i Lato 2021 Nowe Wiszące z Wysoki stan Luźne Proste Spodnie na Co Dzień Lodowy Jedwab Dziewięciopunktowy Spodnie	15	1
迷路的森林 現貨大喜自制|輕呼吸T恤|慵懶風天絲短袖t恤2023夏季新款內搭上衣女	15	1
Eileen Fisher $198 Tencel Fine Jersey Tie Waist Midi Sheath Dress Gray XL NWT	16	1
TALEA & CO | Piyama TENCEL | Baju Tidur Wanita Set | Women Sleepwear MAROON	15	1
Christmas EDITION - GREET NIGHT WEAR Pajama Krah Women Tencel Modal TC-035 HK	5	1
NWT Gap LENZINGTM TENCELTM Modal Pull-On Shorts Olive Green and/or Black XL Tall	16	1
One's Own Queen Size Premium Hypoallergenic Eucalyptus Waterproof Mattress Protector - Vinyl Free - Renewable Organic White Tencel Fiber Top with TPU Waterproofing	16	1
AROAK Tencel-RIB™圓領羅紋短袖上衣【LT04】	10	1
LW Tangyuan Women's Clothing-Summer Thin Straight Imitation Tencel Jeans Women Wide-Leg High Waist Drape Loose Slimmer Look Ice Silk Casual Pants Long Pants/Long Pants/Casual Pants/ck	15	1
Mide Women's Bra Undershirts Tencel Sleeveless Shirts	15	1
BANANA REPUBLIC Blue White Striped Tencel Linen Wide Leg Pull-On Pant Women's XS	7	0
TENCEL CARAMEL Sekararum Fashion / Brown M / reseller sekararum gamis semarang / setelan atasan celana kulot muslimah	16	1
남성 배기핏 플리츠 블랙 텐셀 데님(4LB743G)	15	1
劲霸男装短袖T恤 春季新品 商务休闲撞色天丝T恤衫FTLD2697 海兰 160	16	1
마리엔느 호안 텐셀 스몰삼각 스카프	15	1
GREET NIGHT WEAR - Baju Tidur Tencel Model : TC-039 / HK	10	1
[ Best Quality] Greet Night Wear - Baju Tidur Tencel Modal: Tc-077 /	5	1
Duluth Trading Co. Women's black Tie Waist tencel Jacket sz M	7	0
劲霸男装短袖天丝T恤夏季新款时尚休闲T恤衫VTTV2329 兰绿 165	16	1
Big Qinglong Si Tencel Lino Negro Corto De Manga Larga Cordón Cordones Protector Solar Chamarra De Las Mujeres Delgado Aspecto Linterna	16	1
Spyderbilt Kaos Lengan Pendek Pria Popplio Tencel Men Tee Planet Surf - S	10	1
PAV Cielyn - T-shirt Stripe - TENCEL Modal - Forest Series - Piyama	5	1
Koszula dżinsowa Tencel Denim Damska wiązana koszula z filtrem przeciwsłonecznym Luźna, krótka moda Lato z krótkim rękawem Sha	15	1
[KT알파쇼핑]여름 요일팬티 레이스 여성 노라인 팬티	15	1
Casual Camel Women's WIDE LEG SHORTS MADE OF TENCEL LYOCELL FIBERS 2022 L(8/10) L055002D	16	1
Free People Sea Blue Green Long Sleeve Fitted Tencel Shirt Running Late Top Med	7	0
Tommy Bahama Tencel Striped Embroidered Contrast Collar & Cuff Shirt Sz L	7	0
J. Jill Tencel Lyocell Wide Leg Cropped Pants Brown size 12P Petite	7	0
Private Structure กางเกงชั้นในชาย รุ่น Platinum Tencel (Brief)	10	1
바풀 SB LB 181128 텐셀 브라 내복 상의 9부 90 105	15	1
Slim Fit Women Multicolor Cotton Tencel Blend Trousers	16	1
Holly Non-Collar Organic Silk Pajamas Tencel Piyama - Longpants L	15	1
[제임스딘]발열 텐셀 여자 반팔 내의 내복 상의 (JHWIX017)	15	1
Tommy Bahama Shorts Mens 42 Beige Tencel Cotton Casual	7	0
Nero Bianco TencelUnisex Top - Baju Bayi Lucu | Atasan Bayi - Putih-Hitam Dot, 9-12 Bulan	10	1
텐셀 레이스팬티 3매세트 L-3XL 빅사이즈 데일리팬티	15	1
【促銷】羅馬天絲冰感短袖t恤女夏2023新款夏季女裝寬松上衣半袖衣服體恤	15	1
Tommy Bahama Island Zone Reversible T Shirt Men XL Dark Gray Short Sleeve Tencel	7	0
Lee cooper originals tencel chambray off shoulder blouse top boho poet XL	7	0
Eileen Fisher Sweater Sweatshirt Size L Light Pink Lightweight Soft Tencel	7	0
SCHÖNER LEBEN. Bekleidungsstoff Tencel Modal Jersey Blumen Ocker Beere graublau 1,45m	5	1
Tommy Bahama Men's 3XL Blue Short Sleeve Tencel/Lyocell Pullover	7	0
Tencel White Wide-Leg Jeans Female 2024 Summer Thin High Waist Petite Drooping Slimming Ice Silk Straight-Leg Pants	10	1
Esntls White TENCEL LONG SLEEVE T Shirts Bundle Of 4 Good Condition M	7	0
비비안 모다아울렛 텐셀 스판하트 프린트 팬티PT7230	15	1
Tommy Bahama Jeans XL Tencel Lyocell Cotton Longsleeve Buttonup Blue Stripe	16	1
Ready Baju Tidur Dewasa TENCEL™️ Modal Pendek Short Pyjamas Piyama - Space, Oblong S-M	5	1
[MOONYAMOONYA] EFM Girls' Tencel Modal Rose 02.	10	1
ARMEDANGELS JILAA - Damen T-Shirt aus Tencel™ Lyocell Mix Shirts T-Shirt Rundhals Loose fit	16	1
"Tommy Bahama 36 x 9"" Dark Gray Flex Tencel Blend Twill Chino Shorts"	7	0
URMAGIC 2-8T Kids Little Girl Boy Modal Tencel Long Sleeve Tops Long Pants Pajamas Set Sleepwear	5	1
하프클럽/에고에딧텐셀 시어 루즈핏 셔츠	15	1
Thakoon Blue Tencel Button Shirt Women’s M Long Sleeve Collared Tunic Blouse Top	7	0
라이오셀섬유 빅사이즈 노라인팬티 3종 lpt1127s	15	1
[ Best Quality] Greet Night Wear - Baju Tidur Tencel Modal : Tc-089 /	5	1
Fall Winter Straight Leg Wide Leg Jeans Women's Small Size Nine Points Pear Loose Pants Casual Cotton Elastane Denim	15	1
텐셀 플라워 거들 팬티	15	1
MeUndies Kadın salon pantolonu – Nefes alabilir ve rahat Tencel Micro Tencel Micro Modal kumaş pijama altı	5	1
[ Ready Stock] Greet Night Wear - Baju Tidur Tencel Modal : Tc-030 /	5	1
Áo sơ mi trắng ôm vừa Nam Tay Dài Màu Trơn lenzing Tencel Modal Áo sơ mi trắng không sắt kéo dài kinh doanh trang phục nam	5	1
Jeans Mujer Verano Delgado Tencel Streerwear Mujer Pantalones Harem Transpirables Casual hasta el Tobillo Pantalones Suaves	16	1
Cleon Men Underwear Tencel Modal Blended With Cotton Briefs 3Pcs Yb0623	5	1
제이코튼 텐셀 학생팬티5매 주니어팬티 청소년팬티 여성속옷	15	1
Eileen Fisher ~ Tencel & Wool Pocket Sweater~ Blue ~ Size Large	7	0
YAPOGI 청바지 여성 여름 얇은 Tencel 2021 새로운 여름 높은 허리 닫기 피팅 꽉 여섯 슬리밍 반바지 YAPOGI	15	1
南极人 可脱胆棉花肚兜儿童加厚肚兜男女士防寒睡衣孕妇护胃防宫寒护肚 黄色条纹 66码建议年龄6个月-1岁	7	0
텐셀40수 피치스판 하트프린트 팬티 PT7230	15	1
High-End Tencel Vintage Style High Waist Jeans Women Summer Elastic Harem Pants Dad Carrot Trousers Women's Clothing	15	1
YAZI Kids Soft Comfy Modal Tencel Shirring Girls Sleepwear Pajamas 2pcs Set	5	1
5️⃣👍👍Ready Stock Women T-shirts Modal Korean Pure Basic T Shirt Casual Loose Tops Plain V-neck Tencel Large Size Slimmin	5	1
[✅Best Quality] Cielyn | Dress V Neck | Tencel™️ Modal | Vintage - JOSE, M	5	1
天丝t恤女式黑色短袖2025春夏新款宽松修身韩式时髦圆领上衣	15	1
Lululemon Mens Tencel Green Jogger Pant Casual Size 36 Travel 5 Pocket Slim Fit	7	0
Eileen Fisher Black Tencel Pull on Ankle Pants w/ Pockets Size M	7	0
AEMAPE/美国苹果 冰丝牛仔裤男夏季薄款宽松直筒男士薄冰丝休闲夏季长裤子男 8051B-浅蓝色 33	16	1
YKP Inaya Pashmina Kaos Modal Tencel	5	1
FE Children's Loungewear Spring and Summer Korean Children's Three-Quarter Sleeve Modal Pajamas Thin Suit Tencel Children's Air Conditioning Room Clothing 3.22	5	1
Tommy Hilfiger Vestido Escalonado de Tencel Vestido para Mujer	16	1
Lila Ryan Dark Blue Chino Shorts, Cotton/Rayon/Tencel/Spandex Women's Sz 16, GUC	7	0
herroom TENCEL™️ READY STOCK Mukena seri GRATEFUL	10	1
�����쇱�ᄮ����쇱�� ��쇱�댁�ᄯ����ъ�� 鍮���ъ�댁�� ��몃�쇱�명�ы�� 3醫� lpt1127s	15	1
TENCEL Micro modal irregular rib cloth for t shirt	5	1
Dranella Größe 36 Grau Midi Shift Kleid Tencel Ärmellos	7	0
浪莎品牌睡衣女秋冬新款裸迹保暖内衣女士薄款德绒发热保暖衣加绒打底衫秋衣秋裤上衣套装 女*氢绿套装[230g美雅碧.天丝】 M 适合女(80-105斤)	10	1
[Australia] Lanmi Special Sale Summer Classy Quality Cotton Tencel Short Sleeve T-shirt 6xp17v-50	10	1
FBFR弹力直筒牛仔裤男夏季修身青年潮流抽绳新款商务休闲裤男士裤子男 385浅蓝色+浅蓝色两条 L 105-125斤	16	1
丽婴房童装儿童中小童天丝内衣套装男女宝宝印图睡衣套装春款 深粉 90CM/2岁	10	1
부드러운 텐셀 주니어용 스포츠브라 런닝 런닝브라 초등	15	1
Sare Studio Cita Tencel Padded Bralette in Dark Olive - S	10	1
berkualitas Celana Dalam Pria Pierre Cardin Import PC 323 ISI -3 PCS bahan Tencel - M	16	1
Tahta Kencana - Blue Pirate Organic Silk Pajamas Bahan Tencel Piyama	10	1
Carrol n Barrol Bodysuit Long Jumper Tencel Collection - Jumper Long Bayi Berbahan Tencel - Aeroplane, 6-9 Month	10	1
Cloth & Stone Charcoal Grey Tencel Button Down Shirt Size S 3/4 Sleeve	7	0
劲霸男装 K-Boxing 2023夏季男士商务休闲圆领简约t恤衫 BTTC1001 镉绿色 165	10	1
Gubotare Skirts for Women 2024 Peasant Elastic Waist A-Line Ditsy Leave Print Skirts,Red S	7	0
"Madewell Size 30 Petite 10"" High-Rise Skinny Jeans Button-Front TENCELTM"	7	0
New Design Wholesales Top Quality Best Price Bread Shape tencel Fabric Memory Foam Pillow	16	1
天丝欧根纱针织短袖t恤女套头薄体恤2023夏新款木耳领冰丝妈妈衫	15	1
Quilted Mattress Cover Fitted Sheets Elastic Latex and Tencel Fabric Soft Cool Touch 30 cm Extra Deep Skirt Dust Proof Breathable Noiseless Blue 150x200cm (Dark Green 180x200cm)	16	1
[✅Ready] Greet Night Wear - Baju Tidur Tencel™️ Modal : Tc-070 / Ppk	5	1
Daily Ritual Women's Tencel Relaxed-Fit Long-Sleeve Button-Up Tunic	16	1
Girl Pajamas Children's Loungewear Summer Thin Baby Clothes in Air-Conditioned Room 3/4 Sleeve Boneless Modal Boy Tencel	5	1
루즈핏 라운드 텐셀 긴팔 티셔츠 AN3CT841	15	1
J. Jill Tunic Top Embroidered Womens XL Split-Neckline Green Bohemian Tencel	7	0
Tommy Bahama Crew T-Shirt Men's Large Blue TENCEL Modal Poly Stretch Size L Tee	5	1
1141063228 - Free Hole	7	0
Eileen Fisher Sweater Womens Size XL Alpaca Merino Wool Tencel Purple Fall	7	0
앤앤공칠 남성 Clive 3323 Waffle-Knit Cotton and TENCEL Modal-Blend T-Shirt 명품직구 관부가세 포함	5	1
Tommy Bahama Button Up Shirt Adult Medium Tan Beige Long Sleeve Mens 100% Tencel	7	0
오너클랜 (쏘로사떼)부드러운 에어로실버 텐셀 B컵 브라런닝[WB87B66]	15	1
Baju Tidur Anak TENCEL Modal Piyama Pendek DOUILLET by DOUX DOLCE	5	1
Philosophy Tencel Shift Shirt Dress Womens XL Blue Lace-Up Pockets Resort	7	0
Pajama Sleepwear GREET NUGHT WEAR Tencel Modal TC-043	5	1
TOMMY BAHAMA Mens Pants Boracay Flat-Front Tencel Stretch Khaki 44x30	7	0
【全場最低】【快速出貨】金盾天絲男士短袖t恤2023新款夏天男裝寬松翻領休閑冰絲polo衫男	15	1
Hamako - Round Neck Bodysuit | Tropical Monkey - Jumper Bayi Tencel	10	1
샵앤 푸딩 여성 국산 이너 슬림핏 무지 텐셀 폴라 티셔츠 OZ.B-WSH-1221-소라	15	1
DISKON TERBATAS!!! Kaos Dalam BYFORD isi 1 Pcs Bahan Modal Tencel - Putih, S	5	1
Export Tencel Spring/Summer Women's Cardigan V Neck Coat Shawl Slim Fit Long Sleeve Knitted All-Matching Solid Color Thin Type Sunscreen	15	1
Soft Sisal J. JILL Sand Washed Pique Tencel Modal Open Kimono Jacket XL	5	1
챠밍 [챠밍]레이스라인 텐셀 여성맥시팬티	15	1
日系软妹春秋季天丝棉睡衣少女彩色波点公主风长袖套装甜美家居服	15	1
비비안산본뉴코아 텐셀 스케치꽃프린트 내의 세트LG9264S	15	1
Spyderbilt Kaos Lengan Pendek Pria Illusion Tencel Men Tee Planet Surf - S	10	1
Hush Black Tunic Style Dress Size UK 12 - Tencel & Cotton Blend	16	1
BN3TH Mens Boxer Briefs Underwear - Lites with 3D Mypakage Support Pouch | Seamless Anti-Chafe Underpants, Sustainable Tencel Modal Fabric, Sweat Wicking	5	1
Pantalones Denim Thousand Antimosquitos Y kz589 Según Impresión Tencel	15	1
Men's Tommy Bahama Relax Shorts Cotton Tencel Brown Khaki Bermuda Men's Size 36	7	0
Tommy Bahama Long Sleeve Button Shirt Medium M Yellow Plaid Tencel Lyocell	7	0
Tianello Raspberry Sheath Dress & Short Jacket Tencel #T788 USA XS	7	0
Goodnitegwen ATLAS TENCEL modal biru tua piyama indonesia wanita pria	5	1
[판도라by비비안] 소프트 텐셀 여성 내의 하의 lg1552p	9	1
Valentine Long Sleeve ORGANIC SILK Classic Pajamas Pajama Set	10	1
Tommy Bahama Women’s Large Tencel Denim Blue Tassel Embroidered Dress	7	0
Nique size 8 Black Tencel and Bamboo Cotton Jacket	16	1
Hera Set in Vanilla ORGANIC SILK ชุดนอน Tencel ชุดนอนผู้หญิง	15	1
Quince Womens Vintage Wash Tencel Camp Shirt White Sleeved Top S	7	0
LARUSSO X TENCEL Two Way Collar Shirt - Olive	10	1
[PT6022]레이스 텐셀 에코실 여성 맥시팬티	15	1
[하프클럽/셀러허브_유니섹스]숄더 심플 얇은 끈런닝 텐셀 95 스트랩 스판 베이직	15	1
BFSGBFNTMD Tencel Cotton Plus Size Men's Short Sleeve Printed Men's Shirtshort Sleeve	16	1
Men’s Tommy Bahama Green/gray Shorts Sz 36 x 9 cotton, tencel, spandex blend	16	1
J. Jill Pure Jill Indigo Size PM Pull-On Pants Woven Tencel Lyocell	7	0
It Ins Fashion Brand Thin Casual Pants Men's Summer Import Tencel Cotton Business Straight Slim-Fitting Iron-Free Breathable Pants	15	1
Frank & Eileen Tencel-Modal Eileen Style Shirt (S)	5	1
EILEEN FISHER TENCEL ALPACA BALLET NECK BOX TOP RRP £185 SIZE XS	16	1
Lululemon Solid Black High Rise Lightweight Soft Tencel Varsity Shorts	7	0
Young Fabolous & Broke Wide Leg Jeans Modal/Tencel Size Large	5	1
Athleta Women’s Sz M Orange Ribbed Soft Tencel Modal Blend T Shirt Casual Active	5	1
EILEEN FISHER SCARF TENCEL BERRY Red Fringed Square Shawl, Italy	16	1
Flower Pattern/Tencel/Maxi/Women/Briefs	15	1
Tencel Kids Sweater Set Nice Kids Setelan Baju Anak Premium (6 Bulan - 4 Tahun) - Caramel, 6-12 Months	10	1
[Ready Stock Hot Sale] 2023 New Style Summer Thin Ice Silk High Waist Wide Leg Women Lightweight Breathable Tencel Drape Loose Casual Pants Straight Mopping	15	1
Project 62 + Nate Berkus Tencel Lyocell Jersey Sheet (Set) Twin / Dark Peach	16	1
SchiesserE5/19966W	16	1
TOMMY BAHAMA Men's Navy Blue Chino Shorts Tencel Blend Soft Stretch 52RG	7	0
Levi's Boxer en Tencel Boxeur ajusté (Lot de 2) Homme	16	1
HAMAKO ADJUSTABLE PANTS Celana Panjang Anak Tencel	10	1
GIORDANO WOMEN Tencel v-neck collar cap sleeve shirt 05344483	10	1
350G Tencel Roman Casual Trousers Men's Spring and Autumn New Arrival Sports Jogger Pants Youth Loose plus Size Men's Pants	15	1
Tommy Hilfiger Folk Stripe Tencel Women's Socks Chaussette Classique Femme	16	1
"Tommy Bahama Men’s Pants 40""x30"" Tencel Cotton Stretch Flat Front Chino blk"	7	0
HAMAKO - Casual Dress - Dress Anak Perempuan Tencel LUXE - Water Goose, 100 (3 yo)	10	1
Summer Tencel Nude Bedding Feather Embroidered Quilt Cover Soft Silky Four-Piece Set (Color : A 5-Piece Suit, Size : 2m) (B 5 piece Suit)	16	1
大依优型品质好货大码男装天丝珠地加肥加大短袖T恤免烫大号po...	15	1
봄여름 텐셀 하이웨이스트 와이드 팬츠 여성 느슨한 드레이프 직선 아이스 실크 팬츠 게으른 산본 면린넨 팬츠	15	1
New Love Tree Women's Sizes S / M / L Camo Lightweight Tencel Drawstring Shorts	16	1
Seasalt Changing Tide Top Little Floral Raincloud Tencel Modal&Org Cotton Sz 22	5	1
Harlow Kids - Tencel Frill Pajamas Animal CountingTM Tencel Pajamas Children's Tencel Pajamas/ Latest Pajamas/ Long Sleeve Pajamas Cool Pajamas/ Girls' Pajamas	10	1
TALBOTS Denim Blue Pleated Lace Front Popover Boho Top Long Sleeve TENCEL sz XL	7	0
솔브 행사 부드러운 베이직 텐셀스판 아웃밴드 드로즈 SMP2211T T	15	1
vn7 Cielyn - Dress V Neck - TENCEL™ Modal -Vintage Series - Dress	5	1
《台灣現貨》🍀 115公斤 大碼短袖 真天絲比桑蠶絲冰爽冰絲滑料中年爸爸男短袖t恤雙絲光棉 大碼半袖 冰絲短T 素t	15	1
Z天絲特大碼夏季薄冰絲韓版上衣肥佬休閑男短袖POLO衫翻領寬松T恤	15	1
TOMMY BAHAMA Copyrighted Hawaiian Shirt Mens L Tencel Seersucker Palm Print	7	0
香港潮牌厦泽 2021夏季新款时尚轻奢欧洲站天丝棉短袖t恤男ins潮牌个性格子条纹印花圆领半袖上衣 T2122 黑色 L	15	1
부드러운 착용감 텐셀 부직포 런닝형 브라 깔끔한속옷 보드라운	15	1
Reformation Jeans Tencel long sleeve cropped top in black Sz M	16	1
Aytuğ Erkek Modal By TencelTM Askılı Atlet-Siyah	5	1
JEEP吉普天丝短袖翻领T恤男士夏季商务休闲免烫透气舒适宽松大码半袖POLO体恤衫 白色 XXXL	15	1
Tencel Jeans feminino 2025 novo estilo verão estilo fino Drape pequena cintura alta reta gelo seda calças largas perna	15	1
[サロモン] Tシャツ S/NTIAL TENCEL SHORTSLEEVE TEE WOMEN (エッセンシャル テンセル ショートスリーブ ティー) レディース	16	1
GIORDANO WOMEN 【Online Exclusive】BM Women's Tencel Elastic Waistband Ankle Jeans 13424201	10	1
Gap LENZING TENCEL Modal Pull-On Shorts WHITE‎ Size M. NWT	5	1
Piyama anak Cottonaries - TENCEL - Fox - 8Y	10	1
Wallis Size 12 (40) Brown Midi Straight and Pencil Skirt Tencel	7	0
Goodnitegwen Season piyama tencel modal dewasa wanita - CARRIBEAN, SHORTP BIG	10	1
Eileen Fisher Skirt Womens Size 1X Tencel Blend Stretch Casual Ladies	7	0
아동용 밑위가길어 편안한 텐셀스판 레깅스	15	1
Eileen Fisher Sweater Women's Med Green Knit Wool Tencel Pocket Long Sleeve EUC	7	0
Nero Bianco Tencel Unisex Top - Baju Bayi	10	1
6IXTY8IGHT DIANNA SOLID, Breathable TENCEL Mid Rise Modal Hiphugger Panty for Woman Girl PT13286	5	1
Noa Noa Tencel Denim Look Tunic Blue Dress Size 40	7	0
Women's Long Sleeve 95% Tencel 5% Modal T-Shirt. Size 38. Women's Chantelle NP 40 €	5	1
One's Own Mattress Protector, Renewable Organic Tencel/Eucalyptus Fiber Top, TPU Waterproofing, Hypoallergenic, Five-Sided, White (King)	16	1
PURE JILL j.jill Luxe Tencel Lyocell Stretch Knit Dress Tunic Top 1X Deep Blue	7	0
Soft Surroundings Women's LG Top Ruffle Collar Tencel Chambray Button Down ASO	7	0
LARUSSO TENCEL Modal Tee - Jet Black	10	1
Sare Studio Pala Tencel Panty 4 Packs in Mix Color - M	10	1
Indigo Palms Jeans 36x30 Cotone Blu Tencel Hong Kong R Fit Ygi C1-121	7	0
BNWT TU Tencel Navy White Stars Long Sleeve Lounge Top Size 22 Cotton / Modal	5	1
Tommy Bahama Mens Blue White Window Pane Check Button Up Shirt sz L Linen Tencel	7	0
Lululemon Bliss Tank Top Flowy Tencel Adjustable Straps Built In Bra Blue Sz 4	7	0
